dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,Ensembleunar,5,MLP,5,0.979048363545185,0.9519963695169998,0.03585229870647044,0.0690765744695645,0.9431960648387145,0.8829197950474353,2667.5894424509024,4.011821444961242,3.7110189700033516,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,HGBT,5,0.9425728993052995,0.8730336942751284,-0.012953730880986503,-0.02852599683971635,0.955526630186286,0.9015596911148448,2667.5894424509024,0.1859016129747033,0.2474907450377941,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,SVM_linear,5,0.8539764598297909,0.747342477573465,-0.0054775881650172,-0.010448868417224144,0.8594540479948081,0.7577913459906891,2667.5894424509024,0.7529683009488508,1.6895558260148391,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,SVM_rbf,5,0.9447078865469991,0.8948519388296079,0.023774318205283196,0.030902687846824817,0.9209335683417159,0.8639492509827831,2667.5894424509024,0.4882303059566766,0.9440656780498102,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,KNN,5,0.9403826015132967,0.8258953567764018,0.14597191698992606,0.24728143872404218,0.7944106845233706,0.5786139180523596,2667.5894424509024,0.0015640560304746032,0.0002851389581337571,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,GaussianNB,5,0.7691853862151359,0.5909256526724851,-0.008941872299001563,0.007007334353794636,0.7781272585141374,0.5839183183186905,2667.5894424509024,0.0006238749483600259,0.0011146179167553782,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,QDA,5,0.8759679346303042,0.7379046540842147,-0.03543931326420746,-0.08306001019206044,0.9114072478945117,0.8209646642762751,2667.5894424509024,0.0006275339983403683,0.004593250923790038,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,ShrinkageLDA,5,0.8559455154205815,0.7367540147168332,-0.001500759598224155,-0.002089203792474237,0.8574462750188057,0.7388432185093075,2667.5894424509024,0.0018110478995367885,0.005171154043637216,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,LogRegL2,5,0.8561815071018747,0.7369077463151299,-0.0049558253071578795,-0.008182619740867092,0.8611373324090326,0.745090366055997,2667.5894424509024,0.06752024102024734,0.13572307105641812,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,KDEBayes,5,0.9138409121078481,0.815907080233292,0.21209014882225397,0.39482629241429174,0.7017507632855942,0.4210807878190002,2667.5894424509024,0.0017305429792031646,0.004759127972647548,5,"5,6,9,18,25"
