fold,train_size,test_size,n_selected,selected_indices,fit_size_inner,par_size_inner,ckpt_size_inner,best_epoch,beta_pos,beta_neg,cG,S_par,F12_par,G12_par,S_ckpt,F12_ckpt,G12_ckpt,S_test,F12_test,G12_test,a1_test,a2_test,b1_test,b2_test,decided_count,conflict_count,reject_count,wrong_exclusive_count,correct_exclusive_count,coverage,conflict_rate,reject_rate,wrong_exclusive_rate,correct_exclusive_rate,selective_accuracy,selective_error,selective_f1,conservative_accuracy,conservative_error
1,55.0,7.0,14.0,"13,137,244,266,285,376,492,512,963,1041,1220,1345,1634,1883",33.0,11.0,11.0,190.0,0.4666239023208618,0.29342174530029297,0.25,0.6481581505887437,0.6481581505887437,0.0,0.7995025317580172,0.7995025317580172,0.0,0.9995002498750625,0.9995002498750625,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,55.0,7.0,14.0,"30,142,439,558,560,738,805,1001,1041,1581,1633,1771,1842,1872",33.0,11.0,11.0,190.0,0.6724168062210083,0.32840317487716675,0.25,0.6662225183211193,0.6662225183211193,0.0,0.6311139160618492,0.6311139160618492,0.0,0.3995205753096285,0.3995205753096285,0.0,0.3333333333333333,0.5,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.42857142857142855,1.0,0.0,1.0,0.42857142857142855,0.5714285714285714
3,56.0,6.0,14.0,"13,137,244,248,266,364,376,492,570,764,779,1634,1770,1872",33.0,11.0,12.0,20.0,0.6421298384666443,0.282966673374176,0.25,0.3867474539125951,0.3867474539125951,0.0,0.8071955719557196,0.8071955719557196,0.0,-0.09992006394884094,0.0,0.39968025579536376,0.0,0.5,1.0,0.25,2.0,3.0,1.0,0.0,2.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.6666666666666667
4,56.0,6.0,14.0,"42,136,410,512,575,697,963,1465,1634,1771,1797,1835,1886,1959",33.0,11.0,12.0,175.0,0.16160057485103607,0.2950765788555145,0.25,0.7995025317580172,0.7995025317580172,0.0,0.8566533409480298,0.8566533409480298,0.0,0.5995203836930456,0.5995203836930456,0.0,0.5,0.75,0.5,0.0,4.0,1.0,1.0,0.0,4.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337
5,56.0,6.0,14.0,"46,188,390,398,410,488,1313,1333,1559,1633,1678,1771,1892,1937",33.0,11.0,12.0,40.0,0.3786020874977112,0.39774543046951294,0.25,0.6481581505887437,0.6481581505887437,0.0,0.8071955719557196,0.8071955719557196,0.0,0.33288948069241014,0.33288948069241014,0.0,0.5,0.25,0.0,0.0,4.0,0.0,2.0,2.0,2.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.6666666666666667
6,56.0,6.0,14.0,"25,248,266,285,376,492,560,811,896,1324,1422,1581,1770,1771",33.0,11.0,12.0,190.0,0.13414491713047028,0.3019382357597351,0.25,0.8566533409480298,0.8566533409480298,0.0,0.9328358208955224,0.9328358208955224,0.0,0.5995203836930456,0.5995203836930456,0.0,0.5,0.75,0.0,0.0,5.0,0.0,1.0,1.0,4.0,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8,0.19999999999999996,0.6666666666666666,0.6666666666666666,0.33333333333333337
7,56.0,6.0,14.0,"364,376,418,512,626,779,1059,1259,1559,1658,1667,1770,1771,1883",33.0,11.0,12.0,245.0,0.12391684949398041,0.30650973320007324,0.25,0.7995025317580172,0.7995025317580172,0.0,0.9328358208955224,0.9328358208955224,0.0,0.6662225183211193,0.6662225183211193,0.0,1.0,0.5,0.0,0.0,5.0,0.0,1.0,1.0,4.0,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8,0.19999999999999996,0.8,0.6666666666666666,0.33333333333333337
8,56.0,6.0,14.0,"13,285,376,580,801,811,1209,1410,1422,1729,1883,1891,1916,1959",33.0,11.0,12.0,25.0,0.5102525949478149,0.5072318315505981,0.25,0.9225801491504574,0.9225801491504574,0.0,0.6813226744186047,0.6813226744186047,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.75,0.25,0.0,0.5,0.5
9,56.0,6.0,14.0,"136,137,248,266,364,376,418,492,624,764,1059,1634,1770,1788",33.0,11.0,12.0,210.0,0.2739943265914917,0.4046489894390106,0.25,0.3699866804795027,0.3699866804795027,0.0,0.6359011627906977,0.6359011627906977,0.0,-0.08322237017310254,0.0,0.33288948069241014,0.5,0.0,0.5,0.25,1.0,2.0,3.0,0.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.16666666666666666,1.0,0.0,1.0,0.16666666666666666,0.8333333333333334
10,56.0,6.0,14.0,"189,285,492,512,764,1057,1109,1352,1545,1667,1770,1872,1934,1959",33.0,11.0,12.0,245.0,0.3764679431915283,0.04319160431623459,0.25,0.9995002498750625,0.9995002498750625,0.0,0.9995002498750625,0.9995002498750625,0.0,0.6662225183211193,0.6662225183211193,0.0,0.5,1.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666663,0.6666666666666666,0.8333333333333334,0.16666666666666663
