dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,HSIC_Lasso,5,MLP,3,0.9752918525197802,0.9410610165361537,0.037967619983813816,0.08433649257901044,0.9373242325359664,0.8567245239571433,0.1313058170489967,3.103071014978923,3.524889107909985,,
DS-B,HSIC_Lasso,5,HGBT,3,0.9486823676362441,0.892079690772903,-0.0056559706429069045,-0.0027152077495647964,0.954338338279151,0.8947948985224677,0.1313058170489967,0.2802268919767812,0.36224988603498787,,
DS-B,HSIC_Lasso,5,SVM_linear,3,0.8373626657896002,0.714719774290817,-0.003272369816592069,-0.02215996045605495,0.8406350356061922,0.736879734746872,0.1313058170489967,0.7378609409788623,1.732848239946179,,
DS-B,HSIC_Lasso,5,SVM_rbf,3,0.9469251549340538,0.8855417796849663,0.036766580807763516,0.04750398643998055,0.9101585741262903,0.8380377932449857,0.1313058170489967,0.46141577896196395,0.9405368270818144,,
DS-B,HSIC_Lasso,5,KNN,3,0.9336638346778814,0.8414972111249491,0.14596321494166653,0.28176366776550243,0.7877006197362149,0.5597335433594467,0.1313058170489967,0.0015974179841578007,0.0002838319633156061,,
DS-B,HSIC_Lasso,5,GaussianNB,3,0.7788646669056427,0.5665143698045885,-0.0030340097339606187,0.0021103600948345624,0.7818986766396033,0.5644040097097539,0.1313058170489967,0.0006221049698069692,0.0017634219257161021,,
DS-B,HSIC_Lasso,5,QDA,3,0.8887837722977542,0.7683770601681889,-0.01565785535053721,-0.03806195528781198,0.9044416276482914,0.8064390154560008,0.1313058170489967,0.000630625057965517,0.00483863998670131,,
DS-B,HSIC_Lasso,5,ShrinkageLDA,3,0.8451472474029836,0.717632722214885,0.0042572219409531264,0.01215410143341622,0.8408900254620305,0.7054786207814688,0.1313058170489967,0.0017941680271178484,0.00625904998742044,,
DS-B,HSIC_Lasso,5,LogRegL2,3,0.8455463619599483,0.7162966249183677,-0.0001478202062830114,-0.016667674149812073,0.8456941821662313,0.7329642990681797,0.1313058170489967,0.049232719000428915,0.2568098899209872,,
DS-B,HSIC_Lasso,5,KDEBayes,3,0.9257018688169579,0.844323923659042,0.21150115114985646,0.3885446546779545,0.7142007176671015,0.45577926898108745,0.1313058170489967,0.0016990560106933117,0.01803869300056249,,
