feature_index,eta
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.011468134363457005
14,0.0
15,0.0
16,0.0010899132986010886
17,0.0008731132626953602
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0003101289525779504
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0012913030053948787
34,0.0
35,0.0
36,0.0
37,0.000403269080023339
38,0.004724996931990177
39,0.0
40,0.006350328783225062
41,0.00015406734121477684
42,0.0025824616614057157
43,0.0
44,0.001376653381427726
45,0.001376653381427726
46,0.0
47,0.0
48,0.0
49,0.0005353141979621191
50,0.0
51,0.0
52,0.0
53,0.000308658551635311
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0021023113292271685
59,0.0
60,0.0008311234824231651
61,0.004229939523245023
62,0.0
63,0.0
64,0.0
65,0.001211498500943916
66,0.0
67,0.0001281170472137753
68,0.0
69,0.0020451159362883113
70,0.0
71,0.004650882775815153
72,0.0
73,0.0005878839976252042
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.001376653381427726
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0006013235082220811
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.00023637019275815497
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.000363069586711484
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0004285354731937122
128,0.0
129,0.0010228258653334626
130,0.00015182358310816414
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.009154422095948224
138,0.0
139,0.0
140,0.0004467669061855656
141,0.0
142,0.003720326124301754
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0004913823224036972
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0022746562739364025
163,0.0
164,0.0
165,0.0
166,0.0011654931460900082
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0004188188102814722
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0009873530968380906
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0007611446165656603
183,0.0
184,0.00035546797093875164
185,0.0
186,0.0030177101862867723
187,0.0
188,0.001376653381427726
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0005683160094210005
196,0.0
197,0.0
198,0.0005050525119689822
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0007790971855090448
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.00028799320674741254
230,0.0
231,0.0
232,0.0
233,0.0
234,0.003509048692112486
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.006136829612657088
241,0.0
242,0.0
243,0.0
244,0.014294360035038749
245,0.000689299922303327
246,0.0
247,0.0020879904015539425
248,0.002753306762855452
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0032335065420208892
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.03019035470488798
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0008688970645510998
275,0.0
276,0.0008541042583629325
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.002389789826497553
286,0.0
287,0.0
288,0.0
289,0.0005754075713546753
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.001376653381427726
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.00042881239667084037
323,0.0
324,0.0014822867430512646
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.001376653381427726
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0009192878983659007
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0009600269488430565
358,0.0
359,0.002753306762855452
360,0.0
361,0.0
362,0.0
363,0.001376653381427726
364,0.001376653381427726
365,0.0
366,0.0
367,0.0013832592799314324
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.00039072421166377105
375,0.0
376,0.036402746590345356
377,0.0
378,0.0006103471763080956
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0016474307343327394
388,0.0
389,0.0
390,0.001376653381427726
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.00046464063754803254
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0008586258945243079
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0016469800824193558
411,0.0014490584187018428
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0002754912977006286
426,0.0
427,0.0
428,0.0006691911679637251
429,0.0
430,0.0010516373363028977
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0004929826690465193
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.000531758014593935
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.001376653381427726
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0008733669144801164
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.00041301810156278544
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
