dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,PCA,15,MLP,4,0.8804393216530734,0.6822046164417901,-0.055151718964223884,-0.18118469458098052,0.9355910406172973,0.8633893110227706,0.0010875799925997853,6.894814193947241,3.7843980060424656,,
DS-B,PCA,15,HGBT,4,0.8992900934593254,0.7493672092944554,-0.055384535789119727,-0.15545246921878386,0.9546746292484452,0.9048196785132393,0.0010875799925997853,0.3554831430083141,0.3738599199568853,,
DS-B,PCA,15,SVM_linear,4,0.8011910613121263,0.5582377165145267,-0.031221475319568648,-0.17003367935870073,0.8324125366316949,0.7282713958732274,0.0010875799925997853,1.4742992450483143,1.6909941410413012,,
DS-B,PCA,15,SVM_rbf,4,0.8869360197192155,0.7037097344193006,-0.01737441749599944,-0.1300324588718782,0.904310437215215,0.8337421932911788,0.0010875799925997853,0.8772884369827807,0.9424979909090325,,
DS-B,PCA,15,KNN,4,0.7440400740579234,0.4684464692401515,-0.03782349528268758,-0.08281803195617404,0.781863569340611,0.5512645011963255,0.0010875799925997853,0.0028836269630119205,0.0002685859799385071,,
DS-B,PCA,15,GaussianNB,4,0.8168470689100846,0.6156248651444973,0.018536653867900488,0.028632666535058693,0.7983104150421841,0.5869921986094386,0.0010875799925997853,0.0008574560051783919,0.001093575032427907,,
DS-B,PCA,15,QDA,4,0.8564628841939548,0.652302094211114,-0.04074663986193605,-0.15713294813063838,0.8972095240558908,0.8094350423417523,0.0010875799925997853,0.001492474926635623,0.006540901958942413,,
DS-B,PCA,15,ShrinkageLDA,4,0.791577204645989,0.5191328477259096,-0.04127509709939814,-0.1810756752609326,0.8328523017453872,0.7002085229868422,0.0010875799925997853,0.0034187069395557046,0.005180613021366298,,
DS-B,PCA,15,LogRegL2,4,0.802449380818111,0.5585048268370016,-0.033669747486132495,-0.15783115385131963,0.8361191283042435,0.7163359806883213,0.0010875799925997853,0.05591368593741208,0.1695052389986813,,
DS-B,PCA,15,KDEBayes,4,0.7248733365607412,0.43288227689282294,0.02908732109135659,0.012030974175130382,0.6957860154693846,0.42085130271769255,0.0010875799925997853,0.0031475829891860485,0.004963854909874499,,
