epoch,beta_pos,beta_neg,cG,S_par,F12_par,G12_par,a1_par,a2_par,b1_par,b2_par,S_ckpt,F12_ckpt,G12_ckpt,a1_ckpt,a2_ckpt,b1_ckpt,b2_ckpt,coverage_ckpt,reject_rate_ckpt,conflict_rate_ckpt,wrong_exclusive_rate_ckpt,selective_accuracy_ckpt,conservative_accuracy_ckpt
5,0.126590758562088,0.2966430187225342,0.25,0.4610419548178884,0.4610419548178884,0.0,0.5,0.42857142857142855,0.5,0.0,0.019317009324159723,0.18135654697134565,0.6481581505887437,0.25,0.14285714285714285,0.75,0.5714285714285714,0.36363636363636365,0.0,0.6363636363636364,0.18181818181818182,0.5,0.18181818181818182
10,0.1494249850511551,0.4456098675727844,0.25,0.544992127891486,0.544992127891486,0.0,0.75,0.42857142857142855,0.25,0.0,0.019317009324159723,0.18135654697134565,0.6481581505887437,0.25,0.14285714285714285,0.75,0.5714285714285714,0.36363636363636365,0.0,0.6363636363636364,0.18181818181818182,0.5,0.18181818181818182
15,0.10097481310367584,0.462304025888443,0.25,0.544992127891486,0.544992127891486,0.0,0.75,0.42857142857142855,0.25,0.0,0.15288071037700238,0.2397315007191945,0.3474031613687685,0.75,0.14285714285714285,0.25,0.5714285714285714,0.5454545454545454,0.0,0.45454545454545453,0.18181818181818182,0.6666666666666666,0.36363636363636365
20,0.2873237729072571,0.2842991054058075,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.25,0.0,0.1790767525551924,0.3153247845280639,0.544992127891486,0.25,0.42857142857142855,0.75,0.42857142857142855,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,1.0,0.36363636363636365
25,0.2719520926475525,0.33386096358299255,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.25,0.0,0.1790767525551924,0.3153247845280639,0.544992127891486,0.25,0.42857142857142855,0.75,0.42857142857142855,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,1.0,0.36363636363636365
30,0.36290475726127625,0.2627951204776764,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.25,0.0,0.1790767525551924,0.3153247845280639,0.544992127891486,0.25,0.42857142857142855,0.75,0.42857142857142855,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.0,1.0,0.36363636363636365
35,0.37071841955184937,0.19230616092681885,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.25,0.0,0.21115512939589698,0.3474031613687685,0.544992127891486,0.25,0.5714285714285714,0.75,0.42857142857142855,0.45454545454545453,0.0,0.5454545454545454,0.0,1.0,0.45454545454545453
40,0.3805988132953644,0.14357048273086548,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.0,0.14285714285714285,0.26663818936747297,0.3699866804795027,0.41339396444811916,0.25,0.7142857142857143,0.75,0.2857142857142857,0.5454545454545454,0.0,0.45454545454545453,0.0,1.0,0.5454545454545454
45,0.4275895059108734,0.16799375414848328,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.0,0.0,0.26663818936747297,0.3699866804795027,0.41339396444811916,0.25,0.7142857142857143,0.75,0.2857142857142857,0.5454545454545454,0.0,0.45454545454545453,0.0,1.0,0.5454545454545454
50,0.35456448793411255,0.1434490978717804,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.0,0.0,0.49695772816494455,0.5877512636652169,0.3631741420010895,0.5,0.7142857142857143,0.5,0.2857142857142857,0.6363636363636364,0.0,0.36363636363636365,0.0,1.0,0.6363636363636364
