fold,train_size,test_size,n_selected,selected_indices,fit_size_inner,par_size_inner,ckpt_size_inner,best_epoch,beta_pos,beta_neg,cG,S_par,F12_par,G12_par,S_ckpt,F12_ckpt,G12_ckpt,S_test,F12_test,G12_test,a1_test,a2_test,b1_test,b2_test,decided_count,conflict_count,reject_count,wrong_exclusive_count,correct_exclusive_count,coverage,conflict_rate,reject_rate,wrong_exclusive_rate,correct_exclusive_rate,selective_accuracy,selective_error,selective_f1,conservative_accuracy,conservative_error
1,55.0,7.0,14.0,"13,244,266,376,492,512,779,896,1003,1041,1581,1634,1771,1807",33.0,11.0,11.0,170.0,0.3114010691642761,0.0689535066485405,1.0,0.6481581505887437,0.6481581505887437,0.0,0.9225801491504574,0.9225801491504574,0.0,0.7995202878273037,0.7995202878273037,0.0,0.6666666666666666,1.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,0.1428571428571429
2,55.0,7.0,14.0,"46,240,492,896,1041,1066,1230,1324,1581,1633,1634,1678,1771,1872",33.0,11.0,11.0,55.0,0.586422324180603,0.18166513741016388,1.0,0.9995002498750625,0.9995002498750625,0.0,0.7995025317580172,0.7995025317580172,0.0,-0.11429524730050122,0.28522532800912725,0.3995205753096285,0.3333333333333333,0.25,0.3333333333333333,0.5,3.0,3.0,1.0,1.0,2.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.2857142857142857,0.7142857142857143
3,56.0,6.0,14.0,"13,244,248,266,364,492,570,764,1230,1345,1422,1581,1634,1872",33.0,11.0,12.0,90.0,0.35467076301574707,0.7333170771598816,1.0,0.3153247845280639,0.3153247845280639,0.0,0.5995203836930456,0.5995203836930456,0.0,0.16661101880808943,0.4995004995004996,0.33288948069241014,0.5,0.5,0.5,0.25,3.0,2.0,1.0,0.0,3.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.5,1.0,0.0,1.0,0.5,0.5
4,56.0,6.0,14.0,"13,46,410,512,575,963,1001,1209,1405,1465,1596,1771,1835,1959",33.0,11.0,12.0,205.0,0.056529805064201355,0.2169550061225891,1.0,0.5328360197149328,0.5328360197149328,0.0,0.7687576875768758,0.7687576875768758,0.0,0.4995004995004996,0.4995004995004996,0.0,0.5,0.5,0.5,0.0,5.0,1.0,0.0,2.0,3.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.5,0.6,0.4,0.5,0.5,0.5
5,56.0,6.0,14.0,"46,390,398,410,488,899,1066,1548,1633,1678,1771,1892,1937,1982",33.0,11.0,12.0,115.0,0.1314069926738739,0.31658709049224854,1.0,0.8328475056217207,0.8328475056217207,0.0,0.8566533409480298,0.8566533409480298,0.0,0.39968025579536376,0.39968025579536376,0.0,1.0,0.25,0.0,0.25,5.0,1.0,0.0,2.0,3.0,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.5,0.6,0.4,0.6666666666666666,0.5,0.5
6,56.0,6.0,14.0,"41,66,198,244,248,285,376,492,738,1324,1410,1422,1770,1883",33.0,11.0,12.0,55.0,0.6613808870315552,0.48904842138290405,1.0,0.5877512636652169,0.5877512636652169,0.0,0.8071955719557196,0.8071955719557196,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.75,0.25,0.0,0.5,0.5
7,56.0,6.0,14.0,"285,364,418,512,563,626,779,1059,1226,1259,1667,1770,1771,1883",33.0,11.0,12.0,220.0,0.16951234638690948,0.21516263484954834,1.0,0.7312079555425562,0.7312079555425562,0.0,0.8566533409480298,0.8566533409480298,0.0,0.6662225183211193,0.6662225183211193,0.0,1.0,0.5,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337
8,56.0,6.0,14.0,"13,65,285,376,492,580,801,1005,1410,1634,1729,1883,1891,1916",33.0,11.0,12.0,65.0,0.5916363000869751,0.5019316673278809,1.0,0.8328475056217207,0.8328475056217207,0.0,0.4280821917808219,0.4280821917808219,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.75,0.25,0.0,0.5,0.5
9,56.0,6.0,14.0,"136,244,248,266,376,492,624,1041,1109,1209,1634,1842,1872,1883",33.0,11.0,12.0,210.0,0.1902056336402893,0.44462352991104126,1.0,0.4610419548178884,0.4610419548178884,0.0,0.8071955719557196,0.8071955719557196,0.0,0.33288948069241014,0.33288948069241014,0.0,0.5,0.25,0.5,0.0,3.0,1.0,2.0,1.0,2.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.3333333333333333,0.6666666666666667
10,56.0,6.0,14.0,"186,285,492,764,1057,1209,1285,1352,1513,1545,1770,1771,1934,1959",33.0,11.0,12.0,85.0,0.2222573608160019,0.26210665702819824,1.0,0.9225801491504574,0.9225801491504574,0.0,0.7687576875768758,0.7687576875768758,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,2.0,1.0,3.0,0.0,2.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.6666666666666667
