dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,Ensembleunar,15,MLP,2,0.9761935557781071,0.9336571834730437,0.04045099944936981,0.08055753714887037,0.9357425563287373,0.8530996463241733,2670.0751661080867,6.14605321502313,3.7979369579115883,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,HGBT,2,0.969076012845576,0.9265635490172756,0.006056932952450023,0.01025299468851304,0.963019079893126,0.9163105543287625,2670.0751661080867,0.3627072930103168,0.2887931050499901,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,SVM_linear,2,0.8425807190713934,0.7446020919093802,0.00016444997948983353,0.0009347280200512342,0.8424162690919036,0.743667363889329,2670.0751661080867,1.0690752530936152,1.730747711029835,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,SVM_rbf,2,0.9440943979837324,0.8916289520427241,0.024641628387392367,0.04175342159194584,0.91945276959634,0.8498755304507782,2670.0751661080867,0.5893548440653831,0.9420288099208847,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,KNN,2,0.9200200296379513,0.7995567258915504,0.12241915158592598,0.21394340335614925,0.7976008780520253,0.5856133225354011,2670.0751661080867,0.002945366082713008,0.00028247502632439137,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,GaussianNB,2,0.7855904862915235,0.5907601136055718,0.0005395437529333025,0.002787282338545749,0.7850509425385902,0.587972831267026,2670.0751661080867,0.0008112079231068492,0.0018091899110004306,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,QDA,2,0.9289797818912856,0.8444808474090185,0.007579481077165773,0.013577493336745738,0.9214003008141198,0.8309033540722728,2670.0751661080867,0.0016813869588077068,0.003620823030360043,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,ShrinkageLDA,2,0.851462865716429,0.7263664455499186,-0.0001108651547124806,-0.0003197495156620489,0.8515737308711415,0.7266861950655806,2670.0751661080867,0.0035276170819997787,0.0061267700511962175,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,LogRegL2,2,0.8508161523139406,0.7377619653208767,0.0008425751758136535,0.0009453289730508851,0.8499735771381269,0.7368166363478258,2670.0751661080867,0.07930025097448379,0.13362099800724536,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,KDEBayes,2,0.9279746044885605,0.8491016126930057,0.1946053015716983,0.38722384911366353,0.7333693029168622,0.4618777635793421,2670.0751661080867,0.0031840821029618382,0.00919638096820563,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
