fold,train_size,test_size,n_selected,selected_indices,fit_size_inner,par_size_inner,ckpt_size_inner,best_epoch,beta_pos,beta_neg,cG,S_par,F12_par,G12_par,S_ckpt,F12_ckpt,G12_ckpt,S_test,F12_test,G12_test,a1_test,a2_test,b1_test,b2_test,decided_count,conflict_count,reject_count,wrong_exclusive_count,correct_exclusive_count,coverage,conflict_rate,reject_rate,wrong_exclusive_rate,correct_exclusive_rate,selective_accuracy,selective_error,selective_f1,conservative_accuracy,conservative_error
1,55.0,7.0,14.0,"13,186,248,266,376,492,512,764,779,896,1634,1729,1771,1883",33.0,11.0,11.0,165.0,0.28880223631858826,0.06668446958065033,0.25,0.6481581505887437,0.6481581505887437,0.0,0.7312079555425562,0.7312079555425562,0.0,0.7995202878273037,0.7995202878273037,0.0,0.6666666666666666,1.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.8571428571428571,1.0,0.0,1.0,0.8571428571428571,0.1428571428571429
2,55.0,7.0,14.0,"46,248,492,512,738,805,896,1066,1230,1422,1581,1678,1771,1896",33.0,11.0,11.0,20.0,0.8797706961631775,0.4807816743850708,0.25,0.6662225183211193,0.6662225183211193,0.0,0.6311139160618492,0.6311139160618492,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,5.0,0.0,2.0,2.0,3.0,0.7142857142857143,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.6,0.4,0.0,0.42857142857142855,0.5714285714285714
3,56.0,6.0,14.0,"13,244,248,266,492,570,764,779,1230,1255,1422,1581,1634,1872",33.0,11.0,12.0,20.0,0.6452761888504028,0.7513795495033264,0.25,0.4610419548178884,0.4610419548178884,0.0,0.5550621669626998,0.5550621669626998,0.0,0.4995004995004996,0.4995004995004996,0.0,0.5,0.5,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.75,0.25,0.6666666666666666,0.5,0.5
4,56.0,6.0,14.0,"189,220,410,575,963,1057,1510,1634,1770,1771,1835,1883,1886,1959",33.0,11.0,12.0,220.0,0.09086070954799652,0.24247218668460846,0.25,0.7312079555425562,0.7312079555425562,0.0,0.7656397208918898,0.8071955719557196,0.16622340425531915,0.33288948069241014,0.33288948069241014,0.0,0.5,0.25,0.5,0.0,2.0,1.0,3.0,0.0,2.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,0.6666666666666667
5,56.0,6.0,14.0,"46,65,390,398,410,488,514,811,1066,1634,1678,1771,1842,1892",33.0,11.0,12.0,100.0,0.05965447425842285,0.5714737772941589,0.25,0.6481581505887437,0.6481581505887437,0.0,0.7687576875768758,0.7687576875768758,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,2.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.5,0.5,0.6666666666666666,0.16666666666666666,0.8333333333333334
6,56.0,6.0,14.0,"41,66,248,376,492,560,570,805,896,917,1324,1410,1422,1883",33.0,11.0,12.0,25.0,0.8749410510063171,0.6131811141967773,0.25,0.5328360197149328,0.5328360197149328,0.0,0.6813226744186047,0.6813226744186047,0.0,0.4995004995004996,0.4995004995004996,0.0,0.5,0.5,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.75,0.25,0.6666666666666666,0.5,0.5
7,56.0,6.0,14.0,"364,376,418,512,624,779,1059,1581,1647,1658,1667,1770,1771,1883",33.0,11.0,12.0,55.0,0.28505340218544006,0.29140347242355347,0.25,0.5877512636652169,0.5877512636652169,0.0,0.8071955719557196,0.8071955719557196,0.0,0.8566533409480298,0.8566533409480298,0.0,1.0,0.75,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.8333333333333334,1.0,0.0,1.0,0.8333333333333334,0.16666666666666663
8,56.0,6.0,14.0,"13,65,180,285,376,492,560,580,1285,1410,1422,1634,1883,1916",33.0,11.0,12.0,75.0,0.34580734372138977,0.8216652870178223,0.25,0.8328475056217207,0.8328475056217207,0.0,0.4280821917808219,0.4280821917808219,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.16666666666666666,1.0,0.0,0.0,0.16666666666666666,0.8333333333333334
9,56.0,6.0,14.0,"136,244,248,266,376,492,738,764,896,1059,1259,1422,1634,1896",33.0,11.0,12.0,60.0,0.27055788040161133,0.7467235326766968,0.25,0.4610419548178884,0.4610419548178884,0.0,0.5450581395348838,0.5450581395348838,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,3.0,1.0,2.0,1.0,2.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.8,0.3333333333333333,0.6666666666666667
10,56.0,6.0,14.0,"285,376,492,678,764,1057,1285,1545,1667,1770,1771,1872,1959,1997",33.0,11.0,12.0,40.0,0.47933921217918396,0.3584749102592468,0.25,0.8328475056217207,0.8328475056217207,0.0,0.7687576875768758,0.7687576875768758,0.0,0.4995004995004996,0.4995004995004996,0.0,0.5,0.5,0.0,0.25,3.0,1.0,2.0,0.0,3.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,0.5,0.5
