epoch,beta_pos,beta_neg,cG,S_par,F12_par,G12_par,a1_par,a2_par,b1_par,b2_par,S_ckpt,F12_ckpt,G12_ckpt,a1_ckpt,a2_ckpt,b1_ckpt,b2_ckpt,coverage_ckpt,reject_rate_ckpt,conflict_rate_ckpt,wrong_exclusive_rate_ckpt,selective_accuracy_ckpt,conservative_accuracy_ckpt
5,0.11413387209177017,0.3426211178302765,0.25,0.5322819936408104,0.5877512636652169,0.2218770800976259,0.5,0.7142857142857143,0.5,0.14285714285714285,-0.13626453488372095,0.0,0.5450581395348838,0.0,0.25,1.0,0.375,0.25,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.6666666666666666,0.16666666666666666
10,0.12391210347414017,0.33825138211250305,0.25,0.5756446460374427,0.6311139160618492,0.2218770800976259,0.5,0.8571428571428571,0.5,0.14285714285714285,-0.13626453488372095,0.0,0.5450581395348838,0.0,0.625,1.0,0.375,0.4166666666666667,0.0,0.5833333333333334,0.0,1.0,0.4166666666666667
15,0.2186632603406906,0.4065296947956085,0.25,0.5756446460374427,0.6311139160618492,0.2218770800976259,0.5,0.8571428571428571,0.5,0.14285714285714285,0.20800049312580265,0.33288948069241014,0.4995559502664299,0.25,0.5,0.75,0.375,0.4166666666666667,0.08333333333333333,0.5,0.0,1.0,0.4166666666666667
20,0.2729371190071106,0.49995818734169006,0.25,0.7268102116834741,0.7268102116834741,0.0,1.0,0.5714285714285714,0.0,0.0,0.5450581395348838,0.5450581395348838,0.0,1.0,0.375,0.0,0.0,0.75,0.25,0.0,0.16666666666666666,0.7777777777777778,0.5833333333333334
25,0.3041059374809265,0.3189023435115814,0.25,0.7995025317580172,0.7995025317580172,0.0,0.75,0.8571428571428571,0.25,0.0,0.9328358208955224,0.9328358208955224,0.0,1.0,0.875,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,1.0,0.9166666666666666
30,0.10961166769266129,0.372562438249588,0.25,0.6858688187997198,0.7312079555425562,0.18135654697134565,0.75,0.7142857142857143,0.25,0.14285714285714285,0.22202486678507996,0.22202486678507996,0.0,1.0,0.125,0.0,0.625,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.0,1.0,0.4166666666666667
35,0.058558326214551926,0.41579991579055786,0.25,0.581615696503037,0.6481581505887437,0.2661698163428267,0.75,0.5714285714285714,0.25,0.2857142857142857,0.22202486678507996,0.22202486678507996,0.0,1.0,0.125,0.0,0.75,0.4166666666666667,0.08333333333333333,0.5,0.0,1.0,0.4166666666666667
40,0.17196902632713318,0.49388939142227173,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.0,0.14285714285714285,0.6662225183211193,0.6662225183211193,0.0,1.0,0.5,0.0,0.25,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.6666666666666666
45,0.19754861295223236,0.38693496584892273,0.25,0.6481581505887437,0.6481581505887437,0.0,0.75,0.5714285714285714,0.0,0.14285714285714285,0.6662225183211193,0.6662225183211193,0.0,1.0,0.5,0.0,0.25,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.6666666666666666
50,0.07834486663341522,0.31193026900291443,0.25,0.6858688187997198,0.7312079555425562,0.18135654697134565,0.75,0.7142857142857143,0.25,0.14285714285714285,0.39968025579536376,0.39968025579536376,0.0,1.0,0.25,0.0,0.625,0.5833333333333334,0.0,0.4166666666666667,0.08333333333333333,0.8571428571428571,0.5
