dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,PLS,15,MLP,5,0.9506076785793302,0.8914358549896242,0.007411613740615608,0.008516059942188847,0.9431960648387145,0.8829197950474353,0.0055218449560925364,6.012775417999364,3.7168523580767214,,
DS-B,PLS,15,HGBT,5,0.9517212643254325,0.9004980338803731,-0.00380536586085356,-0.0010616572344717135,0.955526630186286,0.9015596911148448,0.0055218449560925364,0.30929365404881537,0.2454662179807201,,
DS-B,PLS,15,SVM_linear,5,0.8596033864806266,0.7518427504467923,0.00014933848581855091,-0.0059485955438968174,0.8594540479948081,0.7577913459906891,0.0055218449560925364,1.097168312058784,1.7034448420163244,,
DS-B,PLS,15,SVM_rbf,5,0.940353102553135,0.8897404457255524,0.019419534211419065,0.025791194742769363,0.9209335683417159,0.8639492509827831,0.0055218449560925364,0.6151226880028844,0.9421070870012045,,
DS-B,PLS,15,KNN,5,0.8984645791235859,0.7837502976234261,0.1040538946002153,0.20513637957106645,0.7944106845233706,0.5786139180523596,0.0055218449560925364,0.0029033509781584144,0.0002694210270419717,,
DS-B,PLS,15,GaussianNB,5,0.8541276420006194,0.7310772902116535,0.07600038348648197,0.147158971892963,0.7781272585141374,0.5839183183186905,0.0055218449560925364,0.0008382090600207448,0.0010882540373131633,,
DS-B,PLS,15,QDA,5,0.9128342600923317,0.8385364942452767,0.0014270121978200434,0.01757182996900153,0.9114072478945117,0.8209646642762751,0.0055218449560925364,0.0014777699252590537,0.0022197120124474168,,
DS-B,PLS,15,ShrinkageLDA,5,0.8565649935839761,0.7374633636448719,-0.0008812814348295728,-0.0013798548644355924,0.8574462750188057,0.7388432185093075,0.0055218449560925364,0.0034548230469226837,0.005183763103559613,,
DS-B,PLS,15,LogRegL2,5,0.8598615023820411,0.7406341874967697,-0.001275830026991498,-0.004456178559227308,0.8611373324090326,0.745090366055997,0.0055218449560925364,0.06187247694469988,0.12776392395608127,,
DS-B,PLS,15,KDEBayes,5,0.9088076520302659,0.8178287079442694,0.20705688874467176,0.3967479201252692,0.7017507632855942,0.4210807878190002,0.0055218449560925364,0.0031315800733864307,0.0049455310218036175,,
