feature_index,eta
0,0.0
1,0.0003421201962998341
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,9.589348157187149e-05
11,0.0
12,0.0
13,0.04555232706070686
14,0.00030037725444618076
15,0.0015465987559427736
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0013846727533942142
32,0.0
33,0.0
34,0.0
35,0.00022291681199411355
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0003629642549682854
41,0.0
42,0.00046133334474312497
43,0.0
44,0.0003228686946877296
45,0.0
46,0.0
47,0.0
48,0.0024576101233400737
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.00023927096385201687
66,0.0033517098741634587
67,0.0
68,0.00016443897859559213
69,0.0
70,0.0
71,0.0
72,0.0
73,4.443613693813629e-05
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0006767089280722588
86,0.0
87,0.0003567861706776344
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,5.238968426946501e-05
99,0.0008713227056338379
100,0.0
101,0.001968952105769256
102,0.00012706812405234846
103,0.0003966079187230207
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0008253190916088616
111,0.00012478376945185683
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0005676767632984153
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0007875877236047697
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0027069830726351735
138,0.0006080405002332639
139,0.0
140,0.0020463297081524047
141,0.0
142,0.0024828633855739856
143,0.0
144,0.0
145,0.0
146,0.00031858196447250915
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.00021203152857836785
154,0.0
155,0.0
156,9.590707632849687e-05
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0003502501858652855
162,0.00013093739229066406
163,0.0014732816381328698
164,0.0
165,0.00015595807826897744
166,0.0
167,0.0
168,0.0001815159779319465
169,0.0021134196789252897
170,0.00015898333389170982
171,6.541098337600632e-05
172,0.0013229165075233295
173,0.0
174,0.0
175,6.135988730762563e-05
176,0.0
177,0.0
178,0.0
179,0.00020368336895490883
180,0.005507343250388514
181,0.0
182,0.0
183,0.0
184,0.0015946368490182953
185,0.0
186,0.0037102000359598994
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0006955317873587154
193,0.0009488303715939034
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0005315372232043865
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0003885659503504168
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0036111827386892644
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,1.55689350448156e-05
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.00335503149580649
228,0.0003362181721515501
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.00012441938818189962
238,0.0
239,0.0012394867837880925
240,0.00048623621815696913
241,0.0
242,0.0
243,0.00012019990033812187
244,0.029055663533265753
245,0.0
246,0.0
247,0.0027130389630079894
248,0.05295187922597388
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0014407927183814544
257,0.00011172739976299937
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.001373763904615779
264,0.0
265,0.0
266,0.029079309146870538
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.00014612358003776647
277,0.0
278,0.0
279,0.0
280,0.0017806079529523954
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0002744469408996707
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.00025504961108885826
295,0.0
296,0.0
297,0.0008171985032392153
298,9.320837318639519e-05
299,0.0
300,0.0
301,0.0
302,7.744433551053949e-05
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0001432580354645483
316,0.0
317,0.0
318,0.00345811578497066
319,0.0
320,0.0
321,0.0
322,0.000781542122411609
323,0.0
324,0.0
325,9.672978831349502e-05
326,0.0002448418700417281
327,0.0
328,9.286749965227087e-05
329,0.0
330,0.0
331,0.0
332,0.00011709089082785588
333,0.0
334,8.447460307968696e-05
335,0.0005807925047552725
336,0.0
337,0.00048403905323753446
338,0.00010510728999518484
339,0.0005864468818299636
340,0.000161442374200334
341,0.0
342,0.0
343,0.0
344,0.0002428537849639406
345,0.00017540244393577715
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0001991923886777564
356,0.0
357,0.00010445479765178434
358,0.0006937670482909626
359,0.0018860150773408072
360,0.0
361,0.0
362,0.0
363,0.0
364,0.036550013476020105
365,0.0
366,0.0001448557018215112
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.000851363738548519
374,0.0
375,0.0
376,0.007261366215179142
377,0.0
378,0.0
379,0.00027990093219388976
380,0.0
381,0.0
382,0.0
383,0.0
384,5.437475491698651e-05
385,0.0
386,0.0009857338951478152
387,3.65361952734638e-05
388,0.0
389,0.0
390,0.0
391,0.00031048900575904813
392,0.0
393,0.0
394,0.0
395,3.472581958442394e-05
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0018978715206085862
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,7.724121497015039e-06
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,6.344218900538096e-05
423,0.0
424,0.0009575868293644625
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,8.1369923347764e-05
434,0.0
435,0.0
436,0.0
437,3.0017470675359734e-06
438,0.0
439,0.0
440,0.0
441,0.00012244291951176865
442,0.0
443,0.0009872524878774202
444,0.0003134504565368504
445,0.0
446,0.0
447,0.0012926848649206873
448,0.0
449,0.0018793192762795682
450,0.0
451,8.779549324436837e-05
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,7.696732738696725e-05
460,0.0
461,0.0
462,0.0
463,0.0
464,9.684506896789579e-05
465,0.0
466,0.0
467,0.0
468,0.0020853510480298163
469,0.0
470,0.0
471,0.0
472,0.0003925129400257755
473,0.00010871569000482581
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,8.699276297166305e-05
482,0.0
483,0.0
484,0.0
485,0.0
486,0.00028040360531732136
487,0.0
488,0.0
489,0.0
490,0.00028520369596949367
491,0.0
492,0.09360152384813356
493,0.0
494,0.0015641688295956213
495,0.0
496,0.0010683346670733616
497,0.0
498,0.0
499,0.00020195442711002694
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0001482832149628067
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
