dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,HSIC_Lasso,15,MLP,1,0.9413264646210814,0.8799461180328193,0.0038581073839888402,0.011148898566472942,0.9374683572370925,0.8687972194663464,0.23486801492981613,5.973887754022144,3.9668838949874043,,
DS-B,HSIC_Lasso,15,HGBT,1,0.9556539381150706,0.8935427474028868,-0.006341486849544942,-0.018148418393014953,0.9619954249646155,0.9116911657959017,0.23486801492981613,0.28944677591789514,0.2996105490019545,,
DS-B,HSIC_Lasso,15,SVM_linear,1,0.8471187994042845,0.7310638260419874,0.0014578767844670715,-0.015764248694213223,0.8456609226198174,0.7468280747362006,0.23486801492981613,1.1495129209943116,1.7168023600243032,,
DS-B,HSIC_Lasso,15,SVM_rbf,1,0.8994526956862369,0.8422542162531336,-0.015558076711295943,-0.02163761811325171,0.9150107723975328,0.8638918343663853,0.23486801492981613,0.8458268350223079,0.9519674899056554,,
DS-B,HSIC_Lasso,15,KNN,1,0.8045890783040588,0.5884117912069048,-0.01351815786458932,0.003037349592953875,0.8181072361686481,0.5853744416139509,0.23486801492981613,0.0029557700036093593,0.00026822404470294714,,
DS-B,HSIC_Lasso,15,GaussianNB,1,0.8209232110983411,0.6264724890780018,0.0202957143226693,0.014681146617108176,0.8006274967756718,0.6117913424608936,0.23486801492981613,0.0007717420812696218,0.0017526870360597968,,
DS-B,HSIC_Lasso,15,QDA,1,0.9099996674045359,0.7985972905796199,-0.010465670604843491,-0.045975019558122776,0.9204653380093794,0.8445723101377427,0.23486801492981613,0.0015278650680556893,0.003678245935589075,,
DS-B,HSIC_Lasso,15,ShrinkageLDA,1,0.8571724211841137,0.7155244683064111,0.003939408497444674,-0.007204756926996514,0.8532330126866691,0.7227292252334077,0.23486801492981613,0.003493617055937648,0.0061059120343998075,,
DS-B,HSIC_Lasso,15,LogRegL2,1,0.8526417318615368,0.7206881830693874,-0.00028455389709480805,-0.01688235621320411,0.8529262857586316,0.7375705392825915,0.23486801492981613,0.07064675400033593,0.13942788809072226,,
DS-B,HSIC_Lasso,15,KDEBayes,1,0.7753428504909478,0.5737725934559932,0.04933129834182681,0.11078740459487746,0.7260115521491209,0.4629851888611157,0.23486801492981613,0.003148711984977126,0.009018103941343725,,
DS-B,HSIC_Lasso,15,MLP,2,0.9425829363744878,0.8698055641683498,0.006840380045750494,0.01670591784417641,0.9357425563287373,0.8530996463241733,0.24535758199635893,6.229087403975427,3.7644999109907076,,
DS-B,HSIC_Lasso,15,HGBT,2,0.9524203711026278,0.8884132215162174,-0.01059870879049818,-0.02789733281254514,0.963019079893126,0.9163105543287625,0.24535758199635893,0.2950038160197437,0.28747021697927266,,
DS-B,HSIC_Lasso,15,SVM_linear,2,0.8443859733406258,0.7455044837917234,0.001969704248722226,0.0018371199023944351,0.8424162690919036,0.743667363889329,0.24535758199635893,1.1207780190743506,1.7131462590768933,,
DS-B,HSIC_Lasso,15,SVM_rbf,2,0.9166035351202333,0.8387147893263968,-0.0028492344761067434,-0.01116074112438148,0.91945276959634,0.8498755304507782,0.24535758199635893,0.7882447290467098,0.9392537149833515,,
DS-B,HSIC_Lasso,15,KNN,2,0.8203873628505648,0.5892443286831509,0.022786484798539508,0.0036310061477498046,0.7976008780520253,0.5856133225354011,0.24535758199635893,0.002943366998806596,0.00028247793670743704,,
