dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,HSIC_Lasso,10,MLP,3,0.9553324291664049,0.8908087325074718,0.01800819663043851,0.034084208550328565,0.9373242325359664,0.8567245239571433,0.1465034489519894,8.694871752988547,3.5338264709571376,,
DS-B,HSIC_Lasso,10,HGBT,3,0.9368512078758606,0.8696559330206151,-0.01748713040329042,-0.025138965501852684,0.954338338279151,0.8947948985224677,0.1465034489519894,0.28735151200089604,0.29436554794665426,,
DS-B,HSIC_Lasso,10,SVM_linear,3,0.8367529074386824,0.7130292058533034,-0.0038821281675098795,-0.023850528893568534,0.8406350356061922,0.736879734746872,0.1465034489519894,0.8960649259388447,1.7028315260540694,,
DS-B,HSIC_Lasso,10,SVM_rbf,3,0.9165333205222488,0.8361647632819098,0.006374746395958475,-0.0018730299630759228,0.9101585741262903,0.8380377932449857,0.1465034489519894,0.6439791399752721,0.9372445719782263,,
DS-B,HSIC_Lasso,10,KNN,3,0.8528523756554902,0.7002054302430766,0.06515175591927536,0.14047188688362988,0.7877006197362149,0.5597335433594467,0.1465034489519894,0.002395218936726451,0.0002896200167015195,,
DS-B,HSIC_Lasso,10,GaussianNB,3,0.775919349295452,0.5597983308538743,-0.005979327344151297,-0.004605678855879591,0.7818986766396033,0.5644040097097539,0.1465034489519894,0.0007114699110388756,0.001091851037926972,,
DS-B,HSIC_Lasso,10,QDA,3,0.8851732637592896,0.766091412973118,-0.01926836388900177,-0.04034760248288283,0.9044416276482914,0.8064390154560008,0.1465034489519894,0.0012612250866368413,0.00456715899053961,,
DS-B,HSIC_Lasso,10,ShrinkageLDA,3,0.8441457655054159,0.7146439910881172,0.003255740043385358,0.009165370306648324,0.8408900254620305,0.7054786207814688,0.1465034489519894,0.0030430490151047707,0.005189282936044037,,
DS-B,HSIC_Lasso,10,LogRegL2,3,0.8440016408042896,0.7138061957564686,-0.0016925413619416352,-0.019158103311711083,0.8456941821662313,0.7329642990681797,0.1465034489519894,0.05599927110597491,0.11573151801712811,,
DS-B,HSIC_Lasso,10,KDEBayes,3,0.8784067938166809,0.7568840885586611,0.16420607614957938,0.3011048195775736,0.7142007176671015,0.45577926898108745,0.1465034489519894,0.002558341948315501,0.004942178959026933,,
