dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,Ensembleunar,5,MLP,3,0.9570101885077181,0.908395431671379,0.019685955971751712,0.05167090771423577,0.9373242325359664,0.8567245239571433,2666.1710359510034,4.104089112952352,2.1863830650690943,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,HGBT,3,0.9334439521210351,0.8646608499935932,-0.020894386158115896,-0.03013404852887458,0.954338338279151,0.8947948985224677,2666.1710359510034,0.2829336910508573,0.24835348594933748,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,SVM_linear,3,0.837787648882664,0.7152726972881923,-0.0028473867235282446,-0.021607037458679645,0.8406350356061922,0.736879734746872,2666.1710359510034,0.7425926240393892,1.6946659029927105,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,SVM_rbf,3,0.9230965376812184,0.8510300461158736,0.012937963554928045,0.0129922528708879,0.9101585741262903,0.8380377932449857,2666.1710359510034,0.505624664016068,0.9336549900472164,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,KNN,3,0.9137672349121762,0.805197171409572,0.1260666151759613,0.24546362805012534,0.7877006197362149,0.5597335433594467,2666.1710359510034,0.0015424690209329128,0.0002884030109271407,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,GaussianNB,3,0.7905646362329499,0.5700922904033967,0.008665959593346595,0.0056882806936428,0.7818986766396033,0.5644040097097539,2666.1710359510034,0.0006508100777864456,0.0011214049300178885,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,QDA,3,0.8785324409920214,0.7568064721827924,-0.025909186656269956,-0.04963254327320843,0.9044416276482914,0.8064390154560008,2666.1710359510034,0.0006302670808508992,0.002226111013442278,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,ShrinkageLDA,3,0.8448035654233756,0.7173714611515788,0.003913539961345136,0.011892840370109958,0.8408900254620305,0.7054786207814688,2666.1710359510034,0.001816773903556168,0.0051801970694214106,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,LogRegL2,3,0.8455537529702624,0.7163174695302877,-0.00014042919596890524,-0.016646829537891983,0.8456941821662313,0.7329642990681797,2666.1710359510034,0.06157383997924626,0.12188089592382312,5,"5,6,9,18,26"
DS-B,Ensembleunar,5,KDEBayes,3,0.9020395492961911,0.8070031993953328,0.18783883162908965,0.3512239304142454,0.7142007176671015,0.45577926898108745,2666.1710359510034,0.001746248104609549,0.004969410947524011,5,"5,6,9,18,26"
