dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,PCA,10,MLP,5,0.8377815307010428,0.6194584938854916,-0.10541453413767177,-0.2634613011619438,0.9431960648387145,0.8829197950474353,0.0010407320223748684,12.202919972944073,3.719552950002253,,
DS-B,PCA,10,HGBT,5,0.8679847785365566,0.6770053643497392,-0.08754185164972939,-0.22455432676510556,0.955526630186286,0.9015596911148448,0.0010407320223748684,0.28119861299637705,0.3634498779429123,,
DS-B,PCA,10,SVM_linear,5,0.734822784996829,0.43122648590998314,-0.12463126299797911,-0.32656486008070595,0.8594540479948081,0.7577913459906891,0.0010407320223748684,0.9785530799999833,1.7046588528901339,,
DS-B,PCA,10,SVM_rbf,5,0.8431024056402012,0.6652204163700803,-0.07783116270151469,-0.19872883461270274,0.9209335683417159,0.8639492509827831,0.0010407320223748684,0.8534655850380659,0.9475263010244817,,
DS-B,PCA,10,KNN,5,0.778905293588401,0.516151583388112,-0.01550539093496961,-0.062462334664247665,0.7944106845233706,0.5786139180523596,0.0010407320223748684,0.0023545139702036977,0.00028166593983769417,,
DS-B,PCA,10,GaussianNB,5,0.7728690688653226,0.56179010140774,-0.005258189648814859,-0.02212821691095046,0.7781272585141374,0.5839183183186905,0.0010407320223748684,0.0007998889777809381,0.0011439078953117132,,
DS-B,PCA,10,QDA,5,0.8085369990707828,0.5793298007966625,-0.10287024882372886,-0.2416348634796126,0.9114072478945117,0.8209646642762751,0.0010407320223748684,0.0012124009663239121,0.0023067649453878403,,
DS-B,PCA,10,ShrinkageLDA,5,0.7470501039838345,0.4380567639018255,-0.11039617103497112,-0.30078645460748193,0.8574462750188057,0.7388432185093075,0.0010407320223748684,0.0030014930525794625,0.005259122932329774,,
DS-B,PCA,10,LogRegL2,5,0.7512684552869511,0.44001040032476235,-0.10986887712208149,-0.30507996573123464,0.8611373324090326,0.745090366055997,0.0010407320223748684,0.08630504691973329,0.14383603993337601,,
DS-B,PCA,10,KDEBayes,5,0.7642479977580791,0.5211859583216141,0.0624972344724849,0.10010517050261386,0.7017507632855942,0.4210807878190002,0.0010407320223748684,0.0022729840129613876,0.00494634301867336,,
