dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,PCA,15,MLP,3,0.8516661185000683,0.6326065818574053,-0.08565811403589807,-0.224117942099738,0.9373242325359664,0.8567245239571433,0.0010974849574267864,6.929618166992441,3.4689719339367002,,
DS-B,PCA,15,HGBT,3,0.8641569259309902,0.677737211781976,-0.0901814123481608,-0.21705768674049175,0.954338338279151,0.8947948985224677,0.0010974849574267864,0.3616635709768161,0.3436064950656146,,
DS-B,PCA,15,SVM_linear,3,0.7429295747582216,0.49274646409158107,-0.0977054608479706,-0.2441332706552909,0.8406350356061922,0.736879734746872,0.0010974849574267864,1.3528799180639908,1.7351687490008771,,
DS-B,PCA,15,SVM_rbf,3,0.8475142184560918,0.6491243093670593,-0.06264435567019855,-0.1889134838779264,0.9101585741262903,0.8380377932449857,0.0010974849574267864,0.9022279030177742,0.9360301210545003,,
DS-B,PCA,15,KNN,3,0.7347144667940384,0.44965002028820794,-0.05298615294217646,-0.11008352307123875,0.7877006197362149,0.5597335433594467,0.0010974849574267864,0.0029144210275262594,0.0002750030253082514,,
DS-B,PCA,15,GaussianNB,3,0.7852689773428579,0.5268578817199311,0.003370300703254614,-0.03754612798982282,0.7818986766396033,0.5644040097097539,0.0010974849574267864,0.0008660950697958469,0.0018352989573031664,,
DS-B,PCA,15,QDA,3,0.8186800394679952,0.5719411282346799,-0.08576158818029622,-0.23449788722132092,0.9044416276482914,0.8064390154560008,0.0010974849574267864,0.0014925870345905423,0.004077780991792679,,
DS-B,PCA,15,ShrinkageLDA,3,0.7617027409561751,0.4831744791803162,-0.07918728450585544,-0.22230414160115264,0.8408900254620305,0.7054786207814688,0.0010974849574267864,0.0034670899622142315,0.00621594104450196,,
DS-B,PCA,15,LogRegL2,3,0.7587167727892565,0.4899418648257526,-0.08697740937697473,-0.24302243424242714,0.8456941821662313,0.7329642990681797,0.0010974849574267864,0.04387231497094035,0.11054181202780455,,
DS-B,PCA,15,KDEBayes,3,0.7183988115255415,0.4300106454117266,0.004198093858440055,-0.025768623569360827,0.7142007176671015,0.45577926898108745,0.0010974849574267864,0.002814798033796251,0.00902865210082382,,
