dataset,method,q,model,fold,F12,G12,a1,a2,b1,b2,n1,n2,coverage,beta_pos,beta_neg,S_val,S_test,t_reducer,t_model,unary_device,n_selected,selected_indices
DS-B,Ensembleunar,15,UnaryMLP,1,0.3742885322118404,0.2195338947858221,0.4186046511627907,0.339265850945495,0.2823920265780731,0.18020022246941045,301,899,0.49916666746139526,0.9926175475120544,0.9982407689094543,0.33816283754894055,0.31940505851538487,2663.814782692003,0.0,cuda:0,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,UnaryMLP,2,0.322785254824202,0.2124385863975791,0.292358803986711,0.3615127919911012,0.37209302325581395,0.14905450500556172,301,899,0.44333335757255554,0.9929680824279785,1.0009487867355347,0.3023634302725634,0.26967560822480724,2670.0751661080867,0.0,cuda:0,15,"2,5,6,9,11,13,14,15,18,22,24,25,26,27,29"
DS-B,Ensembleunar,15,UnaryMLP,3,0.4388772700731321,0.22008331706955797,0.4850498338870432,0.40155728587319245,0.26245847176079734,0.19021134593993325,301,899,0.5425000190734863,0.9854812622070312,0.9947823286056519,0.39188477897681395,0.3838564408057426,2666.6323519250145,0.0,cuda:0,15,"0,2,5,6,9,10,11,18,20,22,25,26,27,28,29"
DS-B,Ensembleunar,15,UnaryMLP,4,0.44494834988181564,0.22443373094697305,0.4950166112956811,0.40489432703003336,0.2823920265780731,0.18687430478309233,301,899,0.5416666865348816,0.9905821084976196,0.9949297904968262,0.3737477882845516,0.3888399171450724,2664.9741140300175,0.0,cuda:0,15,"2,5,6,9,11,13,17,18,19,22,23,25,26,27,29"
DS-B,Ensembleunar,15,UnaryMLP,5,0.37643758624374435,0.21408243370763075,0.37748344370860926,0.37639198218262804,0.3741721854304636,0.15033407572383073,302,898,0.4833333492279053,0.9925641417503357,0.9944728016853333,0.3064783162096338,0.32291697781683665,2666.829989735037,0.0,cuda:0,15,"0,2,5,6,7,9,10,11,16,18,22,25,26,27,29"
