dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,PLS,10,MLP,2,0.9725645697138571,0.9351082074566945,0.03682201338511981,0.0820085611325212,0.9357425563287373,0.8530996463241733,0.004019048064947128,9.704176438972354,3.8011025020387024,,
DS-B,PLS,10,HGBT,2,0.9577492895391335,0.9093730297057184,-0.005269790353992443,-0.006937524623044089,0.963019079893126,0.9163105543287625,0.004019048064947128,0.3843665960012004,0.24658104998525232,,
DS-B,PLS,10,SVM_linear,2,0.8417750989471506,0.737424560866932,-0.0006411701447529561,-0.006242803022396992,0.8424162690919036,0.743667363889329,0.004019048064947128,0.9247422359185293,1.7014795219292864,,
DS-B,PLS,10,SVM_rbf,2,0.953573368711636,0.8990041390636989,0.03412059911529597,0.04912860861292068,0.91945276959634,0.8498755304507782,0.004019048064947128,0.5253195810364559,0.9406751790083945,,
DS-B,PLS,10,KNN,2,0.9392514384753824,0.8425647807202978,0.1416505604233571,0.25695145818489673,0.7976008780520253,0.5856133225354011,0.004019048064947128,0.0023597630206495523,0.00028469099197536707,,
DS-B,PLS,10,GaussianNB,2,0.851034187118208,0.7319278910878726,0.0659832445796178,0.14395505982084655,0.7850509425385902,0.587972831267026,0.004019048064947128,0.0009520940948277712,0.0011001239763572812,,
DS-B,PLS,10,QDA,2,0.9208718435766577,0.8458214315893958,-0.0005284572374620877,0.01491807751712304,0.9214003008141198,0.8309033540722728,0.004019048064947128,0.0011023830156773329,0.00476556399371475,,
DS-B,PLS,10,ShrinkageLDA,2,0.8511820073244911,0.7269486134988729,-0.0003917235466504021,0.0002624184332922219,0.8515737308711415,0.7266861950655806,0.004019048064947128,0.0030177489388734102,0.005196193931624293,,
DS-B,PLS,10,LogRegL2,2,0.8482477762297718,0.7304102248681215,-0.0017258009083551684,-0.0064064114797043326,0.8499735771381269,0.7368166363478258,0.004019048064947128,0.04346410103607923,0.18195267394185066,,
DS-B,PLS,10,KDEBayes,2,0.9504321893281202,0.8879299034496942,0.21706288641125804,0.4260521398703521,0.7333693029168622,0.4618777635793421,0.004019048064947128,0.0024918579729273915,0.004953583935275674,,
