dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,HSIC_Lasso,15,MLP,4,0.9408682219816037,0.8706199938612077,0.005277181364306438,0.007230682838437086,0.9355910406172973,0.8633893110227706,0.24539395596366376,6.038814437924884,3.7790533480001613,,
DS-B,HSIC_Lasso,15,HGBT,4,0.9376937830516741,0.8661598650387144,-0.016980846196771093,-0.03865981347452485,0.9546746292484452,0.9048196785132393,0.24539395596366376,0.2927604620344937,0.24836805392988026,,
DS-B,HSIC_Lasso,15,SVM_linear,4,0.8293785268977343,0.7130423539576481,-0.0030340097339606187,-0.015229041915579278,0.8324125366316949,0.7282713958732274,0.24539395596366376,1.1185509379720315,1.7449675269890577,,
DS-B,HSIC_Lasso,15,SVM_rbf,4,0.8924275403826327,0.8143932739644653,-0.011882896832582257,-0.019348919326713565,0.904310437215215,0.8337421932911788,0.24539395596366376,0.8191583999432623,0.946322119096294,,
DS-B,HSIC_Lasso,15,KNN,4,0.7635135384831429,0.5521630766645793,-0.018350030857468114,0.0008985754682537817,0.781863569340611,0.5512645011963255,0.24539395596366376,0.0029636239632964134,0.00028301903512328863,,
DS-B,HSIC_Lasso,15,GaussianNB,4,0.7763886784504008,0.5707083511165649,-0.021921736591783314,-0.016283847492873704,0.7983104150421841,0.5869921986094386,0.24539395596366376,0.000780333997681737,0.0011331470450386405,,
DS-B,HSIC_Lasso,15,QDA,4,0.8698369173574182,0.746768061055516,-0.027372606698472635,-0.06266698128623638,0.8972095240558908,0.8094350423417523,0.24539395596366376,0.0016688270261511207,0.004266952979378402,,
DS-B,HSIC_Lasso,15,ShrinkageLDA,4,0.8345300610867002,0.693623450165396,0.0016777593413130898,-0.0065850728214462695,0.8328523017453872,0.7002085229868422,0.24539395596366376,0.003492349060252309,0.005186255904845893,,
DS-B,HSIC_Lasso,15,LogRegL2,4,0.8341013824884793,0.7017040523745472,-0.0020177458157641937,-0.014631928313774023,0.8361191283042435,0.7163359806883213,0.24539395596366376,0.06743215804453939,0.13730141101405025,,
DS-B,HSIC_Lasso,15,KDEBayes,4,0.761462533120965,0.5604585949194951,0.06567651765158045,0.13960729220180257,0.6957860154693846,0.42085130271769255,0.24539395596366376,0.0031607990385964513,0.004957354976795614,,
