fold,train_size,test_size,n_selected,selected_indices,fit_size_inner,par_size_inner,ckpt_size_inner,best_epoch,beta_pos,beta_neg,cG,S_par,F12_par,G12_par,S_ckpt,F12_ckpt,G12_ckpt,S_test,F12_test,G12_test,a1_test,a2_test,b1_test,b2_test,decided_count,conflict_count,reject_count,wrong_exclusive_count,correct_exclusive_count,coverage,conflict_rate,reject_rate,wrong_exclusive_rate,correct_exclusive_rate,selective_accuracy,selective_error,selective_f1,conservative_accuracy,conservative_error
1,55.0,7.0,14.0,"13,266,376,492,512,779,896,993,1032,1041,1369,1634,1771,1883",33.0,11.0,11.0,185.0,0.1066976860165596,0.19107849895954132,0.5,0.6481581505887437,0.6481581505887437,0.0,0.8328475056217207,0.8328475056217207,0.0,0.9995002498750625,0.9995002498750625,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,55.0,7.0,14.0,"30,46,142,558,608,733,738,805,1001,1041,1324,1581,1633,1771",33.0,11.0,11.0,210.0,0.19691476225852966,0.33420073986053467,0.5,0.39968025579536376,0.39968025579536376,0.0,0.5574798771030709,0.6481581505887437,0.18135654697134565,0.5709391949757352,0.5709391949757352,0.0,0.6666666666666666,0.5,0.0,0.0,4.0,0.0,3.0,0.0,4.0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.5714285714285714,1.0,0.0,1.0,0.5714285714285714,0.4285714285714286
3,56.0,6.0,14.0,"13,186,244,248,266,364,376,492,560,570,697,764,779,1872",33.0,11.0,12.0,35.0,0.49861475825309753,0.50627601146698,0.5,0.3699866804795027,0.3699866804795027,0.0,0.8566533409480298,0.8566533409480298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,2.0,2.0,2.0,0.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,0.6666666666666667
4,56.0,6.0,14.0,"46,410,512,575,714,963,1109,1230,1465,1581,1634,1771,1835,1959",33.0,11.0,12.0,85.0,0.4559907913208008,0.4877973794937134,0.5,0.6481581505887437,0.6481581505887437,0.0,0.6813226744186047,0.6813226744186047,0.0,0.33288948069241014,0.33288948069241014,0.0,0.5,0.25,0.5,0.0,2.0,1.0,3.0,0.0,2.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.3333333333333333,0.6666666666666667
5,56.0,6.0,14.0,"46,168,398,410,488,624,1057,1066,1345,1633,1678,1892,1937,1941",33.0,11.0,12.0,90.0,0.11037737876176834,0.5435311198234558,0.5,0.8328475056217207,0.8328475056217207,0.0,0.8566533409480298,0.8566533409480298,0.0,0.39968025579536376,0.39968025579536376,0.0,1.0,0.25,0.0,0.0,5.0,0.0,1.0,2.0,3.0,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.5,0.6,0.4,0.6666666666666666,0.5,0.5
6,56.0,6.0,14.0,"39,66,198,248,285,376,492,697,896,917,1324,1422,1581,1771",33.0,11.0,12.0,130.0,0.3299243152141571,0.32490700483322144,0.5,0.5877512636652169,0.5877512636652169,0.0,0.9328358208955224,0.9328358208955224,0.0,0.4995004995004996,0.4995004995004996,0.0,0.5,0.5,0.0,0.0,4.0,0.0,2.0,1.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5,0.75,0.25,0.6666666666666666,0.5,0.5
7,56.0,6.0,14.0,"285,376,452,512,626,664,779,1059,1572,1667,1770,1771,1883,1981",33.0,11.0,12.0,75.0,0.48064321279525757,0.3650508224964142,0.5,0.5328360197149328,0.5328360197149328,0.0,0.6662225183211193,0.6662225183211193,0.0,0.6662225183211193,0.6662225183211193,0.0,1.0,0.5,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337
8,56.0,6.0,14.0,"13,285,376,580,801,811,1255,1257,1410,1422,1569,1729,1883,1916",33.0,11.0,12.0,150.0,0.25311580300331116,0.0716533362865448,0.5,0.9995002498750625,0.9995002498750625,0.0,0.7495003331112592,0.7495003331112592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,4.0,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8,0.19999999999999996,0.0,0.6666666666666666,0.33333333333333337
9,56.0,6.0,14.0,"136,248,266,364,376,418,492,624,764,1059,1259,1572,1634,1872",33.0,11.0,12.0,50.0,0.6101402044296265,0.7445006370544434,0.5,0.5328360197149328,0.5328360197149328,0.0,0.7687576875768758,0.7687576875768758,0.0,0.33288948069241014,0.33288948069241014,0.0,0.5,0.25,0.5,0.0,3.0,1.0,2.0,1.0,2.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.3333333333333333,0.6666666666666667
10,56.0,6.0,14.0,"189,285,492,764,1057,1109,1226,1352,1545,1770,1872,1911,1934,1959",33.0,11.0,12.0,195.0,0.25836601853370667,0.13968418538570404,0.5,0.8328475056217207,0.8328475056217207,0.0,0.9328358208955224,0.9328358208955224,0.0,0.5995203836930456,0.5995203836930456,0.0,0.5,0.75,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337
