dataset,method,q,model,fold,F12,G12,a1,a2,b1,b2,n1,n2,coverage,beta_pos,beta_neg,S_val,S_test,t_reducer,t_model,unary_device,n_selected,selected_indices
DS-B,Ensembleunar,10,UnaryMLP,1,0.39631824835427615,0.28198740901756664,0.3588039867109635,0.44382647385984425,0.40863787375415284,0.21579532814238042,301,899,0.4775000214576721,0.9879404902458191,0.9953484535217285,0.36843392834366334,0.3258213960998845,2667.4955858760513,0.0,cuda:0,10,"2,5,6,9,18,22,25,26,27,29"
DS-B,Ensembleunar,10,UnaryMLP,2,0.411501843409623,0.2855399920471416,0.38870431893687707,0.4382647385984427,0.3687707641196013,0.2335928809788654,301,899,0.4975000023841858,0.9876635074615479,0.9955013394355774,0.35340745152972736,0.3401168453978376,2668.3246511309408,0.0,cuda:0,10,"2,5,6,9,18,22,25,26,27,29"
DS-B,Ensembleunar,10,UnaryMLP,3,0.5098844897841991,0.23146976584555332,0.5514950166112956,0.474972191323693,0.30564784053156147,0.18687430478309233,301,899,0.5983333587646484,0.9720836877822876,0.9967783093452454,0.4661912969614831,0.45201704832281075,2668.8616971310694,0.0,cuda:0,10,"2,5,6,9,11,18,22,25,26,27"
DS-B,Ensembleunar,10,UnaryMLP,4,0.4617643679785739,0.25108320224627523,0.5116279069767442,0.42157953281423804,0.31561461794019935,0.20912124582869857,301,899,0.51583331823349,0.9865428805351257,0.9974910616874695,0.43132301528177835,0.3989935674170051,2669.5260122710606,0.0,cuda:0,10,"2,5,6,9,18,22,25,26,27,29"
DS-B,Ensembleunar,10,UnaryMLP,5,0.44800973620954,0.3107161387548261,0.47019867549668876,0.4287305122494432,0.32781456953642385,0.2962138084632517,302,898,0.5216667056083679,0.9829875826835632,0.9972290396690369,0.32356293440048123,0.37033070152083347,2668.782656097086,0.0,cuda:0,10,"2,5,6,9,18,22,25,26,27,29"
