fold,train_size,test_size,accuracy,classification_error,f1_score,n_selected,selected_indices,test_indices_file,eta_npy_file,eta_csv_file
1,55.0,7.0,1.0,0.0,1.0,14.0,"13,266,376,492,512,779,896,993,1032,1041,1369,1634,1771,1883",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_01_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_01_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_01_eta.csv
2,55.0,7.0,0.7142857142857143,0.2857142857142857,0.5,14.0,"30,46,142,558,608,733,738,805,1001,1041,1324,1581,1633,1771",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_02_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_02_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_02_eta.csv
3,56.0,6.0,0.8333333333333334,0.16666666666666663,0.8,14.0,"13,186,244,248,266,364,376,492,560,570,697,764,779,1872",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_03_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_03_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_03_eta.csv
4,56.0,6.0,0.8333333333333334,0.16666666666666663,0.6666666666666666,14.0,"46,410,512,575,714,963,1109,1230,1465,1581,1634,1771,1835,1959",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_04_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_04_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_04_eta.csv
5,56.0,6.0,0.6666666666666666,0.33333333333333337,0.5,14.0,"46,168,398,410,488,624,1057,1066,1345,1633,1678,1892,1937,1941",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_05_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_05_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_05_eta.csv
6,56.0,6.0,0.6666666666666666,0.33333333333333337,0.5,14.0,"39,66,198,248,285,376,492,697,896,917,1324,1422,1581,1771",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_06_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_06_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_06_eta.csv
7,56.0,6.0,0.8333333333333334,0.16666666666666663,0.8,14.0,"285,376,452,512,626,664,779,1059,1572,1667,1770,1771,1883,1981",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_07_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_07_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_07_eta.csv
8,56.0,6.0,0.8333333333333334,0.16666666666666663,0.6666666666666666,14.0,"13,285,376,580,801,811,1255,1257,1410,1422,1569,1729,1883,1916",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_08_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_08_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_08_eta.csv
9,56.0,6.0,0.8333333333333334,0.16666666666666663,0.8,14.0,"136,248,266,364,376,418,492,624,764,1059,1259,1572,1634,1872",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_09_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_09_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_09_eta.csv
10,56.0,6.0,0.8333333333333334,0.16666666666666663,0.6666666666666666,14.0,"189,285,492,764,1057,1109,1226,1352,1545,1770,1872,1911,1934,1959",results_colon_cv_seed42_4_100_2_64_10000_0.5/test_indices/fold_10_test_indices.txt,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_10_eta.npy,results_colon_cv_seed42_4_100_2_64_10000_0.5/eta_vectors/fold_10_eta.csv
mean,55.8,6.2,0.8047619047619048,0.1952380952380952,0.6900000000000001,14.0,,,,
std,0.4216370213557839,0.4216370213557839,0.09963399889825535,0.09963399889825535,0.16409121221420095,0.0,,,,
