dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,PLS,15,MLP,4,0.9529044822782051,0.8916619998487361,0.01731344166090787,0.028272688825965453,0.9355910406172973,0.8633893110227706,0.005351321073248982,5.766025422955863,3.8832383760018274,,
DS-B,PLS,15,HGBT,4,0.9459421505622712,0.8867892361220195,-0.008732478686173994,-0.01803044239121976,0.9546746292484452,0.9048196785132393,0.005351321073248982,0.29371350607834756,0.3741287209559232,,
DS-B,PLS,15,SVM_linear,4,0.8275880546491302,0.7169400280727469,-0.004824481982564688,-0.011331367800480496,0.8324125366316949,0.7282713958732274,0.005351321073248982,1.1227245120098814,1.7094681670423597,,
DS-B,PLS,15,SVM_rbf,4,0.9336915509665593,0.8673999769912056,0.029381113751344334,0.03365778370002681,0.904310437215215,0.8337421932911788,0.005351321073248982,0.638172845938243,0.9460446670418605,,
DS-B,PLS,15,KNN,4,0.9021559577086391,0.7700837438468526,0.12029238836802814,0.2188192426505271,0.781863569340611,0.5512645011963255,0.005351321073248982,0.0029068849980831146,0.00028011598624289036,,
DS-B,PLS,15,GaussianNB,4,0.8423645320197044,0.7101193182865402,0.04405411697752026,0.12312711967710155,0.7983104150421841,0.5869921986094386,0.005351321073248982,0.0008487780578434467,0.0018464209279045463,,
DS-B,PLS,15,QDA,4,0.8969027971278536,0.8209858920777124,-0.00030672692803723756,0.0115508497359601,0.8972095240558908,0.8094350423417523,0.005351321073248982,0.0015108049847185612,0.004049976007081568,,
DS-B,PLS,15,ShrinkageLDA,4,0.8313445356412995,0.6982984434606112,-0.0015077661040876489,-0.0019100795262310122,0.8328523017453872,0.7002085229868422,0.005351321073248982,0.0034584769746288657,0.006143468897789717,,
DS-B,PLS,15,LogRegL2,4,0.8321612422810136,0.7074342280032894,-0.003957886023229884,-0.008901752685031905,0.8361191283042435,0.7163359806883213,0.005351321073248982,0.09107906906865537,0.13957564404699951,,
DS-B,PLS,15,KDEBayes,4,0.9011082819966074,0.8058929627837127,0.20532226652722285,0.38504166006602014,0.6957860154693846,0.42085130271769255,0.005351321073248982,0.003124861977994442,0.009075282025150955,,
