dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,Ensembleunar,5,MLP,1,0.9813340034516018,0.9506274923265434,0.04386564621450928,0.08183027286019706,0.9374683572370925,0.8687972194663464,2662.538656454999,2.994549531955272,3.9215848949970677,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,HGBT,1,0.9519769104837784,0.8898259227776851,-0.010018514480837126,-0.021865243018216574,0.9619954249646155,0.9116911657959017,2662.538656454999,0.24483906396199018,0.29878152697347105,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,SVM_linear,1,0.8468397887649253,0.7307557013835839,0.0011788661451078708,-0.016072373352616687,0.8456609226198174,0.7468280747362006,2662.538656454999,0.7250471590086818,1.7504343700129539,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,SVM_rbf,1,0.9467145111401003,0.8997672711923851,0.03170373874256749,0.03587543682599981,0.9150107723975328,0.8638918343663853,2662.538656454999,0.48585569800343364,0.9526147070573643,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,KNN,1,0.9417588387244595,0.8244611545928509,0.12365160255581142,0.23908671297889994,0.8181072361686481,0.5853744416139509,2662.538656454999,0.001562585006467998,0.0002625989727675915,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,GaussianNB,1,0.8199919437987574,0.6113806131873234,0.019364447023085596,-0.0004107292735702206,0.8006274967756718,0.6117913424608936,2662.538656454999,0.0006286799907684326,0.001773662050254643,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,QDA,1,0.8951030861163567,0.7516214045995995,-0.025362251893022658,-0.09295090553814322,0.9204653380093794,0.8445723101377427,2662.538656454999,0.0006205149693414569,0.0036302569787949324,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,ShrinkageLDA,1,0.8534362654703085,0.721039543919396,0.00020325278363941823,-0.001689681314011704,0.8532330126866691,0.7227292252334077,2662.538656454999,0.001788160065189004,0.00610433507245034,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,LogRegL2,1,0.8522869633664573,0.7174308019893681,-0.0006393223921743463,-0.02013973729322338,0.8529262857586316,0.7375705392825915,2662.538656454999,0.11903006595093757,0.15207543410360813,5,"5,6,9,18,25"
DS-B,Ensembleunar,5,KDEBayes,1,0.929663450345345,0.8451339940533559,0.2036518981962241,0.38214880519224015,0.7260115521491209,0.4629851888611157,2662.538656454999,0.0015253759920597076,0.004933414980769157,5,"5,6,9,18,25"
